Product_ID,Product_Name,Supplier_Region,Lead_Time_Days,Order_Volume_Units,Cost_per_Unit,Supply_Risk_Score,Profit_Impact_Score,Environmental_Impact,Single_Source_Risk,Kraljic_Category
P739,Standard Bolts,Asia,40,6315,148.33,3,5,1,No,Leverage
P740,PVC Pipes,Asia,56,4250,148.65,2,5,2,No,Leverage
P741,Steel Beams,Asia,54,3261,71.76,1,4,2,No,Leverage
P742,Steel Beams,Europe,80,4209,104.48,2,3,1,No,Leverage
P743,Steel Beams,Asia,46,4557,86.67,2,3,2,No,Leverage
P744,Packaging Material,Europe,33,7763,76.68,2,3,1,No,Leverage
P745,PVC Pipes,North America,58,1354,81.28,1,5,1,No,Leverage
P746,Packaging Material,Europe,45,3486,126.62,1,5,1,No,Leverage
P747,Steel Beams,North America,86,8435,116.23,1,4,1,No,Leverage
P748,Packaging Material,Asia,40,9708,97.44,1,4,2,No,Leverage
P749,Standard Bolts,North America,56,5934,73.29,3,3,1,No,Leverage
P750,Packaging Material,Asia,76,6676,63.33,2,5,1,No,Leverage
P751,Cleaning Supplies,Global,55,12768,40.71,1,1,1,No,Non-Critical
P752,Uniforms,Global,43,15372,42.27,1,1,1,No,Non-Critical
P753,Cleaning Supplies,Global,22,18902,21.86,1,2,2,No,Non-Critical
P754,Cleaning Supplies,Global,59,19849,29.54,3,1,2,No,Non-Critical
P755,Printer Ink,Global,13,19170,35.04,2,2,2,No,Non-Critical
P756,Cleaning Supplies,Global,32,7500,15.34,1,2,1,No,Non-Critical
P757,Uniforms,Global,10,13540,39.44,2,2,2,No,Non-Critical
P758,Cleaning Supplies,Global,33,7419,21.17,1,3,1,Yes,Non-Critical
P759,Office Stationery,Global,88,8117,48.98,2,2,2,No,Non-Critical
P760,Printer Ink,Global,73,15910,15.13,1,2,2,No,Non-Critical
P761,Printer Ink,Global,8,17779,43.06,1,1,1,No,Non-Critical
P762,Cleaning Supplies,Global,55,19345,47.14,2,1,2,No,Non-Critical
P763,Printer Ink,Global,32,5969,24.4,1,1,1,No,Non-Critical
P764,Uniforms,Global,19,11799,36.68,2,3,1,Yes,Non-Critical
P765,Uniforms,Global,68,13001,29.76,2,1,2,No,Non-Critical
P766,Printer Ink,Global,27,9551,47.51,3,2,2,No,Non-Critical
P767,Uniforms,Global,37,14663,42.82,1,2,2,Yes,Non-Critical
P768,Cleaning Supplies,Global,86,16534,31.86,1,1,2,No,Non-Critical
P769,Uniforms,Global,34,18653,17.37,1,1,1,No,Non-Critical
P770,Uniforms,Global,83,15464,42.78,3,2,1,No,Non-Critical
P771,Cleaning Supplies,Global,48,12131,20.42,1,1,2,No,Non-Critical
P772,Printer Ink,Global,33,6081,21.35,1,1,2,No,Non-Critical
P773,Office Stationery,Global,64,9760,30.51,1,1,2,No,Non-Critical
P774,Cleaning Supplies,Global,26,18393,12.83,1,1,1,No,Non-Critical
P775,Printer Ink,Global,9,17224,22.0,1,1,1,No,Non-Critical
P776,Cleaning Supplies,Global,30,18247,18.71,1,1,2,Yes,Non-Critical
P777,Printer Ink,Global,60,6507,49.04,3,1,2,No,Non-Critical
P778,Printer Ink,Global,75,19090,37.34,3,2,1,No,Non-Critical
P779,Printer Ink,Global,77,14697,10.09,1,3,1,No,Non-Critical
P780,Printer Ink,Global,77,7096,20.36,2,1,2,No,Non-Critical
P781,Uniforms,Global,36,13867,28.12,1,3,2,No,Non-Critical
P782,Cleaning Supplies,Global,28,14807,32.98,1,2,2,No,Non-Critical
P783,Uniforms,Global,56,19516,17.89,1,1,2,No,Non-Critical
P784,Uniforms,Global,45,6044,31.49,2,3,2,No,Non-Critical
P785,Office Stationery,Global,84,12503,28.22,1,3,2,No,Non-Critical
P786,Office Stationery,Global,64,5237,37.67,2,2,2,No,Non-Critical
P787,Printer Ink,Global,13,16560,21.0,1,1,1,No,Non-Critical
P788,Cleaning Supplies,Global,87,16600,22.41,1,3,2,No,Non-Critical
P789,Office Stationery,Global,63,18216,39.5,1,2,2,No,Non-Critical
P790,Office Stationery,Global,10,11533,38.84,2,1,2,No,Non-Critical
P791,Cleaning Supplies,Global,68,16494,13.82,3,2,2,No,Non-Critical
P792,Cleaning Supplies,Global,63,19033,10.68,2,1,2,No,Non-Critical
P793,Cleaning Supplies,Global,75,8936,26.55,1,1,2,No,Non-Critical
P794,Printer Ink,Global,9,12456,12.47,1,1,2,No,Non-Critical
P795,Cleaning Supplies,Global,57,11041,13.54,1,1,2,No,Non-Critical
P796,Office Stationery,Global,50,5470,15.51,1,1,1,Yes,Non-Critical
P797,Uniforms,Global,50,15591,41.46,1,2,2,No,Non-Critical
P798,Cleaning Supplies,Global,76,15200,16.96,3,3,2,No,Non-Critical
P799,Cleaning Supplies,Global,49,7073,49.85,1,1,1,No,Non-Critical
P800,Uniforms,Global,24,7032,45.46,3,1,2,No,Non-Critical
P801,Office Stationery,Global,36,9651,11.15,2,2,2,No,Non-Critical
P802,Uniforms,Global,81,12282,48.36,3,1,2,No,Non-Critical
P803,Printer Ink,Global,89,18210,37.59,3,2,2,No,Non-Critical
P804,Uniforms,Global,22,12867,40.02,1,3,1,No,Non-Critical
P805,Printer Ink,Global,55,10191,17.12,1,1,1,No,Non-Critical
P806,Cleaning Supplies,Global,24,16675,39.56,1,3,1,No,Non-Critical
P807,Cleaning Supplies,Global,44,16980,46.47,1,1,1,No,Non-Critical
P808,Cleaning Supplies,Global,78,5677,42.03,2,1,2,No,Non-Critical
P809,Uniforms,Global,12,19236,28.56,2,1,2,No,Non-Critical
P810,Cleaning Supplies,Global,19,14493,35.26,2,2,1,No,Non-Critical
P811,Office Stationery,Global,19,5250,41.12,1,1,1,No,Non-Critical
P812,Cleaning Supplies,Global,54,18029,26.76,2,2,1,No,Non-Critical
P813,Uniforms,Global,17,9710,14.38,1,2,1,No,Non-Critical
P814,Office Stationery,Global,8,8675,41.07,1,1,1,No,Non-Critical
P815,Office Stationery,Global,52,8170,49.52,2,2,2,No,Non-Critical
P816,Office Stationery,Global,55,14019,21.25,2,2,1,No,Non-Critical
P817,Uniforms,Global,32,8735,21.98,3,3,1,No,Non-Critical
P818,Office Stationery,Global,44,6460,41.6,1,1,1,No,Non-Critical
P819,Printer Ink,Global,23,9378,14.63,2,1,2,No,Non-Critical
P820,Printer Ink,Global,36,18186,23.66,1,2,2,No,Non-Critical
P821,Office Stationery,Global,45,13802,48.09,2,1,1,No,Non-Critical
P822,Cleaning Supplies,Global,33,13123,49.31,1,1,1,No,Non-Critical
P823,Printer Ink,Global,67,14604,33.97,1,2,2,No,Non-Critical
P824,Cleaning Supplies,Global,73,14848,15.02,1,1,2,No,Non-Critical
P825,Office Stationery,Global,82,17171,44.4,2,2,2,No,Non-Critical
P826,Cleaning Supplies,Global,37,14420,35.07,2,1,1,No,Non-Critical
P827,Office Stationery,Global,45,11343,40.14,2,1,2,No,Non-Critical
P828,Office Stationery,Global,56,5727,13.63,1,2,2,No,Non-Critical
P829,Office Stationery,Global,86,6550,46.11,1,1,2,No,Non-Critical
P830,Office Stationery,Global,22,9241,42.09,1,3,1,No,Non-Critical
P831,Printer Ink,Global,31,16926,38.01,1,1,1,No,Non-Critical
P832,Office Stationery,Global,59,7233,30.54,1,2,2,No,Non-Critical
P833,Printer Ink,Global,39,19781,42.22,2,1,2,No,Non-Critical
P834,Uniforms,Global,31,15970,32.91,1,2,2,No,Non-Critical
P835,Uniforms,Global,86,5858,40.93,1,2,2,No,Non-Critical
P836,Printer Ink,Global,56,6447,31.76,1,1,2,No,Non-Critical
P837,Printer Ink,Global,15,11952,20.33,1,2,2,No,Non-Critical
P838,Uniforms,Global,76,15195,19.5,2,1,2,No,Non-Critical
P839,Office Stationery,Global,37,14336,12.09,3,1,2,No,Non-Critical
P840,Uniforms,Global,69,14951,21.27,1,1,1,No,Non-Critical
P841,Cleaning Supplies,Global,15,12795,22.86,1,1,2,No,Non-Critical
P842,Uniforms,Global,69,18493,11.52,1,1,2,No,Non-Critical
P843,Printer Ink,Global,49,15339,41.47,2,2,2,No,Non-Critical
P844,Office Stationery,Global,56,8690,45.21,2,1,2,No,Non-Critical
P845,Cleaning Supplies,Global,17,9938,42.07,2,1,2,No,Non-Critical
P846,Office Stationery,Global,17,8981,13.81,1,2,2,No,Non-Critical
P847,Printer Ink,Global,31,14126,16.94,3,3,2,No,Non-Critical
P848,Office Stationery,Global,19,9655,49.82,2,2,2,No,Non-Critical
P849,Office Stationery,Global,64,13712,29.56,1,1,1,No,Non-Critical
P850,Cleaning Supplies,Global,84,9607,35.03,1,2,1,No,Non-Critical
P851,Printer Ink,Global,13,6857,32.87,1,1,2,No,Non-Critical
P852,Cleaning Supplies,Global,33,10072,10.88,3,2,2,No,Non-Critical
P853,Cleaning Supplies,Global,30,15085,14.04,3,2,2,No,Non-Critical
P854,Office Stationery,Global,40,6386,13.75,3,3,2,No,Non-Critical
P855,Printer Ink,Global,88,19940,13.62,2,2,2,No,Non-Critical
P856,Uniforms,Global,55,8308,29.86,3,1,1,No,Non-Critical
P857,Cleaning Supplies,Global,46,9782,24.66,2,3,2,No,Non-Critical
P858,Uniforms,Global,88,16774,25.17,1,2,2,No,Non-Critical
P859,Uniforms,Global,26,17955,33.14,3,2,1,No,Non-Critical
P860,Printer Ink,Global,40,5834,36.03,1,3,1,No,Non-Critical
P861,Cleaning Supplies,Global,31,14330,30.01,1,2,2,No,Non-Critical
P862,Uniforms,Global,69,8110,32.27,3,2,1,No,Non-Critical
P863,Uniforms,Global,89,5212,34.78,1,1,1,No,Non-Critical
P864,Cleaning Supplies,Global,46,18777,17.62,2,1,1,No,Non-Critical
P865,Uniforms,Global,61,9808,24.0,1,1,1,No,Non-Critical
P866,Uniforms,Global,33,17910,24.58,1,3,2,No,Non-Critical
P867,Office Stationery,Global,48,18863,18.3,1,1,2,No,Non-Critical
P868,Cleaning Supplies,Global,31,6777,39.78,1,2,1,No,Non-Critical
P869,Printer Ink,Global,41,13343,13.33,3,3,2,No,Non-Critical
P870,Office Stationery,Global,23,17708,32.62,2,3,1,Yes,Non-Critical
P871,Office Stationery,Global,83,15972,36.83,1,1,1,No,Non-Critical
P872,Office Stationery,Global,26,8845,13.37,1,1,2,No,Non-Critical
P873,Office Stationery,Global,31,5968,27.69,2,2,1,No,Non-Critical
P874,Office Stationery,Global,62,9725,38.69,1,1,2,No,Non-Critical
P875,Uniforms,Global,58,12420,40.5,2,1,2,No,Non-Critical
P876,Printer Ink,Global,64,18391,42.23,3,1,1,No,Non-Critical
P877,Office Stationery,Global,68,12174,17.01,3,1,2,No,Non-Critical
P878,Uniforms,Global,30,17641,48.2,3,1,1,No,Non-Critical
P879,Uniforms,Global,85,14308,28.79,2,3,2,No,Non-Critical
P880,Office Stationery,Global,31,6736,36.56,2,3,1,No,Non-Critical
P881,Office Stationery,Global,19,6764,33.26,1,1,2,No,Non-Critical
P882,Uniforms,Global,45,19382,35.82,2,1,1,No,Non-Critical
P883,Office Stationery,Global,87,5391,27.07,1,2,1,No,Non-Critical
P884,Cleaning Supplies,Global,70,16930,32.46,2,1,2,No,Non-Critical
P885,Printer Ink,Global,59,11671,33.32,2,1,1,No,Non-Critical
P886,Office Stationery,Global,79,8883,11.91,1,3,2,No,Non-Critical
P887,Printer Ink,Global,49,19168,25.42,2,2,1,No,Non-Critical
P888,Uniforms,Global,37,9277,20.49,1,1,1,No,Non-Critical
P889,Printer Ink,Global,15,14716,29.63,1,3,2,No,Non-Critical
P890,Cleaning Supplies,Global,84,12213,31.18,2,2,2,Yes,Non-Critical
P891,Printer Ink,Global,50,6909,49.98,2,2,2,No,Non-Critical
P892,Cleaning Supplies,Global,67,8061,13.79,3,1,2,No,Non-Critical
P893,Printer Ink,Global,65,12280,37.41,1,1,2,No,Non-Critical
P894,Cleaning Supplies,Global,55,15284,38.09,1,3,2,No,Non-Critical
P895,Uniforms,Global,53,13458,18.79,1,1,2,No,Non-Critical
P896,Cleaning Supplies,Global,88,14063,34.88,3,2,2,No,Non-Critical
P897,Office Stationery,Global,45,9357,10.4,1,3,2,No,Non-Critical
P898,Uniforms,Global,42,16401,34.15,1,1,1,No,Non-Critical
P899,Office Stationery,Global,77,13728,24.87,1,1,1,No,Non-Critical
P900,Office Stationery,Global,29,8400,43.64,1,1,2,No,Non-Critical
P901,Printer Ink,Global,37,6103,12.09,3,2,1,No,Non-Critical
P902,Office Stationery,Global,74,11017,43.81,3,2,1,No,Non-Critical
P903,Printer Ink,Global,77,14638,48.39,1,3,1,No,Non-Critical
P904,Cleaning Supplies,Global,32,16560,44.33,2,1,2,No,Non-Critical
P905,Printer Ink,Global,76,8740,44.72,2,1,1,No,Non-Critical
P906,Office Stationery,Global,71,11941,23.46,1,2,1,No,Non-Critical
P907,Printer Ink,Global,58,9234,39.74,1,1,1,No,Non-Critical
P908,Printer Ink,Global,32,17762,38.52,1,1,1,No,Non-Critical
P909,Office Stationery,Global,83,13705,34.31,1,1,1,No,Non-Critical
P910,Cleaning Supplies,Global,52,12846,26.81,1,1,2,No,Non-Critical
P911,Uniforms,Global,25,9508,12.4,3,1,2,No,Non-Critical
P912,Office Stationery,Global,19,8273,44.95,1,2,2,No,Non-Critical
P913,Office Stationery,Global,69,17664,20.0,2,3,2,No,Non-Critical
P914,Office Stationery,Global,23,11605,20.89,1,2,2,No,Non-Critical
P915,Uniforms,Global,80,6875,33.86,1,1,2,No,Non-Critical
P916,Cleaning Supplies,Global,64,9311,31.47,2,3,2,No,Non-Critical
P917,Office Stationery,Global,85,15629,11.45,1,1,2,No,Non-Critical
P918,Cleaning Supplies,Global,71,16109,22.23,3,1,1,No,Non-Critical
P919,Uniforms,Global,77,9005,21.43,2,3,1,No,Non-Critical
P920,Printer Ink,Global,61,10260,31.97,1,3,2,No,Non-Critical
P921,Office Stationery,Global,73,8301,27.99,2,2,1,No,Non-Critical
P922,Uniforms,Global,56,17915,26.42,2,1,2,No,Non-Critical
P923,Cleaning Supplies,Global,32,14587,44.6,1,2,1,No,Non-Critical
P924,Printer Ink,Global,26,14280,15.4,3,2,2,No,Non-Critical
P925,Office Stationery,Global,30,19731,40.27,1,1,2,No,Non-Critical
P926,Cleaning Supplies,Global,32,8003,11.67,1,1,1,No,Non-Critical
P927,Cleaning Supplies,Global,43,16760,36.22,3,1,1,No,Non-Critical
P928,Office Stationery,Global,20,15139,24.91,2,3,1,No,Non-Critical
P929,Uniforms,Global,62,16039,42.13,2,1,2,No,Non-Critical
P930,Office Stationery,Global,28,5669,21.79,3,1,2,No,Non-Critical
P931,Cleaning Supplies,Global,28,17627,41.94,1,1,1,No,Non-Critical
P932,Cleaning Supplies,Global,13,19024,44.28,2,3,2,No,Non-Critical
P933,Uniforms,Global,70,5486,40.89,1,1,1,No,Non-Critical
P934,Cleaning Supplies,Global,80,13572,10.69,3,2,1,No,Non-Critical
P935,Uniforms,Global,72,12756,36.58,1,3,1,No,Non-Critical
P936,Uniforms,Global,71,7587,14.53,1,2,1,No,Non-Critical
P937,Cleaning Supplies,Global,70,19306,12.96,1,1,1,No,Non-Critical
P938,Office Stationery,Global,40,9331,16.97,1,2,1,No,Non-Critical
P939,Printer Ink,Global,47,9320,12.53,1,3,1,No,Non-Critical
P940,Cleaning Supplies,Global,34,10539,49.0,1,1,1,No,Non-Critical
P941,Uniforms,Global,35,16215,16.59,2,1,1,No,Non-Critical
P942,Printer Ink,Global,10,7001,12.19,1,3,1,No,Non-Critical
P943,Uniforms,Global,67,15344,44.99,1,2,2,No,Non-Critical
P944,Cleaning Supplies,Global,29,18824,25.94,1,3,1,No,Non-Critical
P945,Uniforms,Global,67,17129,15.92,1,2,1,No,Non-Critical
P946,Printer Ink,Global,56,19792,42.72,1,2,2,No,Non-Critical
P947,Office Stationery,Global,7,17234,12.18,2,1,2,No,Non-Critical
P948,Uniforms,Global,49,16650,47.43,2,2,1,No,Non-Critical
P949,Cleaning Supplies,Global,78,8201,18.61,2,1,2,No,Non-Critical
P950,Uniforms,Global,25,12083,25.5,1,1,2,No,Non-Critical
P951,Printer Ink,Global,56,13490,36.82,2,1,2,No,Non-Critical
P952,Cleaning Supplies,Global,67,14069,30.58,3,1,1,No,Non-Critical
P953,Cleaning Supplies,Global,76,15095,19.07,1,3,1,No,Non-Critical
P954,Printer Ink,Global,62,12320,39.42,2,1,2,No,Non-Critical
P955,Cleaning Supplies,Global,72,12593,42.58,2,1,1,No,Non-Critical
P956,Cleaning Supplies,Global,78,12586,48.32,1,1,1,No,Non-Critical
P957,Printer Ink,Global,71,8167,17.71,1,1,2,No,Non-Critical
P958,Office Stationery,Global,18,9477,31.43,2,1,2,Yes,Non-Critical
P959,Office Stationery,Global,26,14546,29.31,1,2,1,No,Non-Critical
P960,Printer Ink,Global,36,16294,29.34,2,2,2,No,Non-Critical
P961,Office Stationery,Global,87,10255,17.98,2,1,1,No,Non-Critical
P962,Uniforms,Global,59,6885,44.06,2,3,1,No,Non-Critical
P963,Printer Ink,Global,50,12171,40.2,2,2,1,No,Non-Critical
P964,Uniforms,Global,79,9947,18.41,1,1,2,No,Non-Critical
P965,Uniforms,Global,64,13959,37.92,1,2,2,No,Non-Critical
P966,Printer Ink,Global,83,16340,27.83,2,1,2,No,Non-Critical
P967,Cleaning Supplies,Global,30,10487,31.51,1,1,2,No,Non-Critical
P968,Cleaning Supplies,Global,14,8374,38.44,1,2,2,No,Non-Critical
P969,Uniforms,Global,55,12631,42.78,2,1,1,No,Non-Critical
P970,Printer Ink,Global,84,16595,48.76,2,2,1,No,Non-Critical
P971,Cleaning Supplies,Global,52,16462,36.42,1,1,1,No,Non-Critical
P972,Uniforms,Global,89,11300,21.7,1,1,1,No,Non-Critical
P973,Cleaning Supplies,Global,11,19104,38.84,1,3,2,No,Non-Critical
P974,Printer Ink,Global,71,19581,42.19,1,2,2,No,Non-Critical
P975,Cleaning Supplies,Global,16,18603,16.39,1,3,2,No,Non-Critical
P976,Office Stationery,Global,63,9890,19.45,2,2,1,No,Non-Critical
P977,Uniforms,Global,79,7916,31.34,1,2,1,No,Non-Critical
P978,Cleaning Supplies,Global,34,12190,34.27,1,1,1,Yes,Non-Critical
P979,Printer Ink,Global,15,8621,39.91,2,3,2,No,Non-Critical
P980,Office Stationery,Global,16,19250,29.73,1,2,2,No,Non-Critical
P981,Uniforms,Global,69,11507,33.47,2,2,1,No,Non-Critical
P982,Uniforms,Global,55,10130,33.63,1,2,2,Yes,Non-Critical
P983,Cleaning Supplies,Global,29,15055,29.48,2,2,1,No,Non-Critical
P984,Office Stationery,Global,64,13480,14.79,1,2,2,No,Non-Critical
P985,Office Stationery,Global,21,6195,30.81,3,2,2,No,Non-Critical
P986,Printer Ink,Global,69,15313,19.69,3,2,1,No,Non-Critical
P987,Office Stationery,Global,87,7431,17.31,1,1,1,No,Non-Critical
P988,Printer Ink,Global,17,9814,40.6,2,1,1,No,Non-Critical
P989,Printer Ink,Global,50,19746,11.52,1,1,2,No,Non-Critical
P990,Cleaning Supplies,Global,82,12377,43.42,1,1,1,No,Non-Critical
P991,Office Stationery,Global,16,16317,49.85,3,2,2,No,Non-Critical
P992,Cleaning Supplies,Global,85,6181,26.64,2,2,1,No,Non-Critical
P993,Office Stationery,Global,69,6774,46.32,1,2,1,Yes,Non-Critical
P994,Office Stationery,Global,22,19231,31.36,1,1,1,No,Non-Critical
P995,Cleaning Supplies,Global,36,7922,22.98,1,1,2,No,Non-Critical
P996,Printer Ink,Global,19,19648,10.2,2,1,1,No,Non-Critical
P997,Cleaning Supplies,Global,21,19143,15.3,1,2,1,No,Non-Critical
P998,Uniforms,Global,70,5352,30.23,1,3,2,No,Non-Critical
P999,Printer Ink,Global,44,18070,30.73,1,1,2,No,Non-Critical
P1000,Cleaning Supplies,Global,76,9018,29.98,1,3,1,No,Non-Critical
